QueryText,Sector,clean_text,label,balancing
"Information regarding weather forecasting?
",AGRICULTURE,information regarding weather forecasting,0,original
"Information regarding weather forecasting?
",AGRICULTURE,information regarding weather forecasting,0,original
"information regarding to contact no. of Punjab Agricultural University Ludhiana  ?
",AGRICULTURE,information regarding contact punjab agricultural university ludhiana,0,original
"Information regarding weather forecasting?
",AGRICULTURE,information regarding weather forecasting,0,original
"information regarding weather forecasting?
",AGRICULTURE,information regarding weather forecasting,0,original
"information regarding weather forecasting?
",AGRICULTURE,information regarding weather forecasting,0,original
"information regarding weather forecasting?
",AGRICULTURE,information regarding weather forecasting,0,original
"Information regarding weather forecasting ajnala ?
",AGRICULTURE,information regarding weather forecasting ajnala,0,original
"Information regarding weather forecasting?
",AGRICULTURE,information regarding weather forecasting,0,original
" Information regarding weather forecasting? 
",AGRICULTURE,information regarding weather forecasting,0,original
"information regarding weather forecasting?
",AGRICULTURE,information regarding weather forecasting,0,original
"Information regarding weather forecasting ajnala ?
",AGRICULTURE,information regarding weather forecasting ajnala,0,original
"information regarding weather forecasting?
",AGRICULTURE,information regarding weather forecasting,0,original
" Information regarding weather forecasting? 
",AGRICULTURE,information regarding weather forecasting,0,original
"information regarding weather forecasting?
",AGRICULTURE,information regarding weather forecasting,0,original
"Information regarding the weather forecasting ?
",AGRICULTURE,information regarding weather forecasting,0,original
"Information regarding weather forecasting?
",AGRICULTURE,information regarding weather forecasting,0,original
" Information regarding weather forecasting? 
",AGRICULTURE,information regarding weather forecasting,0,original
"Information regarding the weather forecasting ?
",AGRICULTURE,information regarding weather forecasting,0,original
"Information regarding the weather forecasting ?
",AGRICULTURE,information regarding weather forecasting,0,original
"
  Information regarding weather forecasting?  
",AGRICULTURE,information regarding weather forecasting,0,original
"Information regarding weather forecasting RAYYA ?
",AGRICULTURE,information regarding weather forecasting rayya,0,original
"information regarding weather forecasting?
",AGRICULTURE,information regarding weather forecasting,0,original
"
  Information regarding weather forecasting?  ",AGRICULTURE,information regarding weather forecasting,0,original
"Query about control of caterpillar in barseem ?
",AGRICULTURE,query control caterpillar barseem,0,original
"
information regarding weather forecasting?
",AGRICULTURE,information regarding weather forecasting,0,original
"information regarding weather forecasting?
",AGRICULTURE,information regarding weather forecasting,0,original
"Information regarding weather forecasting?
",AGRICULTURE,information regarding weather forecasting,0,original
"Information regarding Control of Gram caterpillar in Barseem?
",AGRICULTURE,information regarding control gram caterpillar barseem,0,original
"information regarding weather forecasting?
",AGRICULTURE,information regarding weather forecasting,0,original
"Information regarding the Contact no. Of Amritsar KVK?
",AGRICULTURE,information regarding contact amritsar kvk,0,original
information regarding control to house fly ?,AGRICULTURE,information regarding control house fly,0,original
INFORMATION REGARDING CONTROL OF MANGO MALFORMATION ?,HORTICULTURE,information regarding control mango malformation,1,original
"Information regarding yield of pusa basmati -1718?
",AGRICULTURE,information regarding yield pusa basmati,0,original
"Call regarding message delivery on mobile.
",AGRICULTURE,call regarding message delivery mobile,0,original
"information regarding to update  id ?
",AGRICULTURE,information regarding update id,0,original
"information regarding weather forecasting?
",AGRICULTURE,information regarding weather forecasting,0,original
"Information regarding Control of Gram caterpillar in Barseem?
",AGRICULTURE,information regarding control gram caterpillar barseem,0,original
"information regarding weather forecasting?
",AGRICULTURE,information regarding weather forecasting,0,original
"information regarding weather forecasting?
",AGRICULTURE,information regarding weather forecasting,0,original
"information regarding weather forecasting?
",AGRICULTURE,information regarding weather forecasting,0,original
"
information regarding weather forecasting?
",AGRICULTURE,information regarding weather forecasting,0,original
" information regarding weather forecasting? 
",AGRICULTURE,information regarding weather forecasting,0,original
Information regarding MSP of wheat?,AGRICULTURE,information regarding msp wheat,0,original
" Information regarding weather forecasting? 
",AGRICULTURE,information regarding weather forecasting,0,original
"information regarding contact no. of PAU,Ludhiana?
",AGRICULTURE,information regarding contact pau ludhiana,0,original
"Information regarding contact no. of KVK Amritsar?
",AGRICULTURE,information regarding contact kvk amritsar,0,original
information regarding weather forecasting?,AGRICULTURE,information regarding weather forecasting,0,original
" Information regarding weather forecasting? 
",AGRICULTURE,information regarding weather forecasting,0,original
"information regarding weather forecasting?
",AGRICULTURE,information regarding weather forecasting,0,original
information regarding nutrient management in guava?,HORTICULTURE,information regarding nutrient management guava,1,original
"information regarding to contact no. of Punjab Agricultural University Ludhiana  ?
",AGRICULTURE,information regarding contact punjab agricultural university ludhiana,0,original
"information regarding weather forecasting?
",AGRICULTURE,information regarding weather forecasting,0,original
"information regarding weather forecasting?
",AGRICULTURE,information regarding weather forecasting,0,original
"Information regarding Contact no. Of Chief Agricultural Officer of Amritsar ?
",AGRICULTURE,information regarding contact chief agricultural officer amritsar,0,original
"INFORMATION REGARDING CONTROL OF FRUIT DROP ?
",HORTICULTURE,information regarding control fruit drop,1,original
" information regarding weather forecasting? 
",AGRICULTURE,information regarding weather forecasting,0,original
information regarding weather forecasting?,AGRICULTURE,information regarding weather forecasting,0,original
" information regarding weather forecasting? 
",AGRICULTURE,information regarding weather forecasting,0,original
